No	Species	Species_ID	Functional_group	Family	Order	Sex	k	Linf_cm	Type_L	t0_yr	M_m	F_m	Z_m	M_method	Length_at_first_capture_cm	Length_at_recruitment_cm	L50_female_cm	A50_female_yr	Lifespan_yr	L50_Theo_cm	Exploited	In_ECS.SCS	Questionable	note	Ref_author	Ref_year	a_LW	b_LW	c_LW	note_LW	Sample_size	Growth_curve_fitting
304	Dentex_tumifrons	32	Demersal	Sparidae	Perciformes	F	0.107	58	FL	0.845	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.66666667	Yes	Yes	No	NA	Oki	1998	NA	NA	NA	NA	376	Ford_Walford
305	Dentex_tumifrons	32	Demersal	Sparidae	Perciformes	M	0.213	40.13	FL	0.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.75333333	Yes	Yes	No	NA	Oki	1998	NA	NA	NA	NA	180	Ford_Walford
306	Dentex_tumifrons	32	Demersal	Sparidae	Perciformes	F	0.115	51.45	FL	1.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.3	Yes	Yes	No	NA	Oki	1998	NA	NA	NA	NA	400	Ford_Walford
307	Dentex_tumifrons	32	Demersal	Sparidae	Perciformes	B	0.25	38.14338235	FL	-0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.42892157	Yes	Yes	No	no_paper	Li	1958	NA	NA	NA	NA	NA	NA
308	Acanthurus_lineatus	33	Reef	Acanthuridae	Acanthuriformes	B	0.416	14.24	SL	-3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.493333333	Yes	Yes	No	NA	Ralston	1988	NA	NA	NA	NA	42	Non_linear
309	Acanthurus_lineatus	33	Reef	Acanthuridae	Acanthuriformes	B	0.7	17.078	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.38533333	Yes	Yes	No	NA	Craig	1997	NA	NA	NA	NA	88	Non_linear
310	Acanthurus_lineatus	33	Reef	Acanthuridae	Acanthuriformes	B	0.462	18.3	SL	-0.32	NA	NA	NA	NA	NA	NA	NA	NA	42	12.2	Yes	Yes	No	NA	Choat_and_Robertson	2002	NA	NA	NA	NA	95	NA
311	Acanthurus_lineatus	33	Reef	Acanthuridae	Acanthuriformes	B	0.68	18.9	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	50	Non_linear
312	Acanthurus_lineatus	33	Reef	Acanthuridae	Acanthuriformes	B	0.34	17.5	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.66666667	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	45	Non_linear
313	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	M	0.151	62.78	FL	-0.595	NA	NA	NA	NA	NA	NA	NA	NA	30	41.85333333	Yes	Yes	No	NA	Newman_and_Dunk	2002	1.52E-05	3.0614	0	NA	1001	Non_linear
314	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	F	0.271	48.3	FL	0.065	NA	NA	NA	NA	NA	NA	NA	NA	34	32.2	Yes	Yes	No	NA	Newman_and_Dunk	2002	2.23E-07	3.002	0	NA	1408	Non_linear
315	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.233	52.5	FL	0.056	NA	NA	NA	NA	NA	NA	NA	NA	34	35	Yes	Yes	No	NA	Newman_and_Dunk	2002	2.05E-05	3.0147	0	NA	2384	Non_linear
316	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.1398	79.2	FL	-0.9196	NA	NA	0.147	NA	NA	NA	NA	NA	22	52.8	Yes	Yes	No	NA	Newman	2000	NA	NA	NA	NA	106	Non_linear
317	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.14	78.7	FL	-1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.46666667	Yes	Yes	No	NA	Grandcourt	2008	NA	NA	NA	NA	514	Non_linear
318	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	M	0.14	116.6641	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.77606667	Yes	Yes	No	NA	McPherson	1985	NA	NA	NA	NA	NA	NA
319	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	F	0.21	94.7742	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.1828	Yes	Yes	No	NA	McPherson	1985	NA	NA	NA	NA	NA	NA
320	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.16	85.1	FL	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.73333333	Yes	Yes	No	no_paper	Druzhinin_and_Filatova	1980	NA	NA	NA	NA	NA	NA
321	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	M	0.15	102.5	FL	-0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.33333333	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	165	Non_linear
322	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	F	0.18	88.7	FL	-0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.13333333	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	222	Non_linear
323	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.1797	79.78	FL	-0.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.18666667	Yes	Yes	No	NA	Liu_and_Yeh	1991	0.00916	3.2077	0	NA	1006	Ford_Walford
324	Lutjanus_sebae	34	Reef	Lutjanidae	Perciformes	B	0.27	84	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	Yes	Yes	No	NA	Mees	1992	0.0000157	3.02	0	NA	1626	NA
325	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	M	0.19	81	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	Yes	Yes	No	NA	McPherson	1985	NA	NA	NA	NA	NA	NA
326	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	F	0.25	68	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.33333333	Yes	Yes	No	NA	McPherson	1985	NA	NA	NA	NA	NA	NA
327	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	M	0.18	80.7163	SL	-0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.81086667	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	196	Non_linear
328	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	F	0.23	68.3642	SL	-0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.57613333	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	251	Non_linear
329	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.287	59.21204	SL	0.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.47469333	Yes	Yes	No	NA	Newman	2000	NA	NA	NA	NA	75	Non_linear
330	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.19	47	SL	-0.5	NA	NA	NA	NA	NA	NA	NA	NA	29	31.33333333	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	32	Non_linear
331	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.12	72.9	SL	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	22	48.6	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	24	Non_linear
332	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.17	45.9	SL	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	33	30.6	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	71	Non_linear
333	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.37	48.7	SL	-0.2	NA	NA	NA	NA	NA	NA	NA	NA	29	32.46666667	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	33	Non_linear
334	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.3	55.3	SL	-0.2	NA	NA	NA	NA	NA	NA	NA	NA	41	36.86666667	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	42	Non_linear
335	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.3	55.3	SL	-0.6	NA	NA	NA	NA	NA	NA	NA	NA	48	36.86666667	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	78	Non_linear
336	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.21	60.7	SL	-0.6	NA	NA	NA	NA	NA	NA	NA	NA	35	40.46666667	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	74	Non_linear
337	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.17	66.3	SL	0	NA	NA	NA	NA	NA	NA	NA	NA	28	44.2	Yes	Yes	No	NA	Fry_and_Milton	2009	NA	NA	NA	NA	20	Non_linear
338	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	M	0.18	55.79656	SL	-0.33	NA	NA	NA	NA	NA	NA	NA	NA	31	37.19770667	Yes	Yes	No	NA	Newman	2002	0.020749161	2.9156	0	NA	108	Non_linear
339	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	F	0.262	45.79882	SL	-0.09	NA	NA	NA	NA	NA	NA	NA	NA	26	30.53254667	Yes	Yes	No	NA	Newman	2002	0.020814871	2.9187	0	NA	100	Non_linear
340	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.225	50.52412	SL	-0.09	NA	NA	NA	NA	NA	NA	NA	NA	31	33.68274667	Yes	Yes	No	NA	Newman	2002	0.01990526	2.9279	0	NA	214	Non_linear
341	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.252	70.27919	SL	-0.00849	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.85279333	Yes	Yes	No	NA	Chen	1984	4.21E-02	2.7128	0	female	679	Ford_Walford
342	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.1417	75.71743	SL	-0.8185	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.47828667	Yes	Yes	No	NA	Lai_and_Liu	1974	3.26E-02	2.8023	0	NA	937	Ford_Walford
343	Lutjanus_malabaricus	35	Reef	Lutjanidae	Perciformes	B	0.1484	78.92566	SL	-0.6698	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.61710667	Yes	Yes	No	NA	Lai_and_Liu	1974	2.50E-02	2.8709	0	NA	359	Ford_Walford
344	Lutjanus_erythropterus	36	Reef	Lutjanidae	Perciformes	B	0.3922	58.45	FL	0.1768	NA	NA	NA	NA	NA	NA	NA	NA	32	38.96666667	Yes	Yes	No	NA	Newman	2000	NA	NA	NA	NA	176	Non_linear
345	Lutjanus_erythropterus	36	Reef	Lutjanidae	Perciformes	M	0.41	60	FL	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	126	Non_linear
346	Lutjanus_erythropterus	36	Reef	Lutjanidae	Perciformes	F	0.44	60	FL	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	Yes	Yes	No	NA	McPherson	1992	NA	NA	NA	NA	156	Non_linear
347	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.493	22.9	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15.26666667	Yes	Yes	No	NA	Choat_and_Robertson	2002	NA	NA	NA	NA	NA	NA
348	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	1.47	16.48	SL	NA	0.43	NA	NA	Catch_curve	NA	NA	NA	NA	NA	10.98666667	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	85	Non_linear
349	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	1.54	16.61	SL	NA	0.4	NA	NA	Catch_curve	NA	NA	NA	NA	NA	11.07333333	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	89	Non_linear
350	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	1.32	17.56	SL	NA	0.29	NA	NA	Catch_curve	NA	NA	NA	NA	NA	11.76	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	80	Non_linear
351	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	1.11	19.61	SL	NA	0.28	NA	NA	Catch_curve	NA	NA	NA	NA	NA	13.07333333	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	91	Non_linear
352	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.95	21.76	SL	NA	0.28	NA	NA	Catch_curve	NA	NA	NA	NA	NA	14.50666667	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	65	Non_linear
353	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.82	19.99	SL	NA	0.22	NA	NA	Catch_curve	NA	NA	NA	NA	NA	13.32666667	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	56	Non_linear
354	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.15	39.1	SL	-1.25	NA	NA	NA	NA	NA	NA	NA	NA	18.75	26.06666667	Yes	Yes	No	NA	Ali	2011	0.0309	2.935	0	NA	115	Ford_Walford
355	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	1.1	27.005	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.00333333	Yes	Yes	No	NA	Murty	2002	NA	NA	NA	NA	111	Length_based
356	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.28	35.14406	SL	-0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.42937333	Yes	Yes	No	NA	Mehanna_	2014	0.0182	3.0169	0	NA	700	Ford_Walford
357	Chlorurus_sordidus	37	Reef	Scaridae	Labriformes	B	0.452	21.12	SL	-0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.08	Yes	Yes	No	NA	Choat	1996	0.025708183	3.15	0	NA	83	Non_linear
358	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	1.35	20.99	SL	NA	0.31	NA	NA	Catch_curve	NA	NA	NA	NA	NA	13.99333333	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	44	Non_linear
359	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	1.53	19.18	SL	NA	0.33	NA	NA	Catch_curve	NA	NA	NA	NA	NA	13.99333333	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	47	Non_linear
360	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	1.49	20.41	SL	NA	0.19	NA	NA	Catch_curve	NA	NA	NA	NA	NA	12.8506	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	41	Non_linear
361	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	0.73	26.28	SL	NA	0.18	NA	NA	Catch_curve	NA	NA	NA	NA	NA	17.52	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	78	Non_linear
362	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	0.81	27.11	SL	NA	0.2	NA	NA	Catch_curve	NA	NA	NA	NA	NA	18.07333333	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	114	Non_linear
363	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	0.91	25.84	SL	NA	0.22	NA	NA	Catch_curve	NA	NA	NA	NA	NA	17.22666667	Yes	Yes	No	NA	Gust	2002	NA	NA	NA	NA	118	Non_linear
364	Scarus_frenatus	38	Reef	Scaridae	Labriformes	B	0.448	25.9	SL	0.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.26666667	Yes	Yes	No	NA	Choat	1996	0.032033486	3.06	0	NA	78	Non_linear
365	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.39	52.92	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.28	Yes	Yes	No	NA	McPherson	1985	NA	NA	NA	NA	572	Non_linear
366	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.21	55.384	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.92266667	Yes	Yes	No	no_paper	Dalzell	1992	NA	NA	NA	NA	NA	NA
367	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	F	0.1059	61.07	FL	-0.8811	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.71333333	Yes	Yes	No	NA	Kou	1986	0.0385	2.8024	0	NA	772	Ford_Walford
368	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	M	0.127	52.66	FL	-1.1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.10666667	Yes	Yes	No	NA	Kou	1986	0.0344	2.8226	0	NA	837	Ford_Walford
369	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.17	68.936	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.95733333	Yes	Yes	No	no_paper	Dalzell	1992	NA	NA	NA	NA	NA	NA
370	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.34	61.4	FL	NA	0.71	0.09	0.8	Pauly	NA	NA	NA	NA	NA	40.93333333	Yes	Yes	No	NA	Sharma	1990	NA	NA	NA	NA	1955	Ford_Walford
371	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.36	61.5	FL	NA	0.73	0.13	0.86	Pauly	NA	NA	NA	NA	NA	41	Yes	Yes	No	NA	Sharma	1990	NA	NA	NA	NA	2008	Ford_Walford
372	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.31	55.8	FL	NA	0.56	NA	NA	Pauly	NA	NA	NA	NA	NA	37.2	Yes	Yes	No	NA	Sharma	1990	NA	NA	NA	NA	NA	Ford_Walford
373	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.19	56.115	FL	-0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.41	Yes	Yes	No	NA	Carpenter	1989	0.0173	3.01	0	female	NA	NA
374	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	F	0.11	65.2	FL	-2.9	0.2	0.36	0.56	Pauly	NA	NA	NA	NA	NA	43.46666667	Yes	Yes	No	NA	Grandcourt	2006	3.00E-02	2.88	0	NA	86	Non_linear
375	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	M	0.1	69.9	FL	-3.3	0.2	0.36	0.56	Pauly	NA	NA	NA	NA	NA	46.6	Yes	Yes	No	NA	Grandcourt	2006	3.00E-02	2.88	0	NA	244	Non_linear
376	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.11	66.2	FL	-3	0.2	0.36	0.56	Pauly	NA	NA	NA	NA	NA	44.13333333	Yes	Yes	No	NA	Grandcourt	2006	3.00E-02	2.88	0	NA	330	Non_linear
377	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.09	87	FL	0.54	0.44	NA	NA	Pauly	NA	NA	NA	NA	NA	58	Yes	Yes	No	NA	Edward	1985	3.50E-02	2.81	0	NA	666	NA
378	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.11	76.852	FL	-1.09	0.3	0.6	NA	NA	NA	NA	NA	NA	NA	51.23466667	Yes	Yes	No	NA	Sanders	1989	1.69E-02	2.97	0	NA	NA	NA
379	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.16	67.2	FL	-1.161	0.57	0.56	1.13	Pauly	NA	NA	NA	NA	NA	44.8	Yes	Yes	No	NA	Ghodrati	2009	5.10E-02	2.722	0	NA	1800	Length_based
380	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	F	0.254	59.2	FL	-0.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.46666667	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	505	Non_linear
381	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	M	0.318	55.6	FL	0.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.06666667	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	507	Non_linear
382	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.282	57.3	FL	-0.133	0.146	0.248	0.394	Catch_curve	NA	NA	NA	NA	NA	38.2	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	671	Non_linear
383	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	F	0.177	62.4	FL	-1.679	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.6	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	365	Non_linear
384	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	M	0.182	60.5	FL	-1.612	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.33333333	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	299	Non_linear
385	Lethrinus_nebulosus	39	Reef	Lethrinidae	Perciformes	B	0.179	61.6	FL	-1.602	0.146	0.003	0.149	Catch_curve	NA	NA	NA	NA	NA	41.06666667	Yes	Yes	No	NA	Marriott	2011	NA	NA	NA	NA	707	Non_linear
386	Bolbometopon_muricatum	40	Reef	Scaridae	Labriformes	B	0.136	81.7532	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	54.50213333	Yes	Yes	No	NA	Choat	2002	NA	NA	NA	NA	8	NA
387	Bolbometopon_muricatum	40	Reef	Scaridae	Labriformes	B	0.1	106.4	TL	NA	0.278	0.12	0.398	Pauly	NA	NA	NA	NA	NA	70.93333333	Yes	Yes	No	NA	Kitalong	1994	NA	NA	NA	NA	159	Length_based
388	Bolbometopon_muricatum	40	Reef	Scaridae	Labriformes	B	0.063	157.8	TL	-0.47	0.1	0.107	0.207	Pauly	NA	NA	NA	NA	NA	105.2	Yes	Yes	No	NA	Couture	1994	8.20E-03	3.203	0	NA	174	Ford_Walford
389	Bolbometopon_muricatum	40	Reef	Scaridae	Labriformes	B	0.11	122.5	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.66666667	Yes	Yes	Yes	no_paper	Hamilton_phDthesis	2004	NA	NA	NA	NA	NA	NA
390	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.301	43	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	28.66666667	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Choat	2002	NA	NA	NA	NA	137	NA
391	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.225	46.523	SL	0.186	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.01533333	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Choat	1996	0.065484985	2.85	0	NA	82	Non_linear
392	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.3	44.00819	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.33879333	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Barba	2010	NA	NA	NA	NA	46	Non_linear
393	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.22	48.64343	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.42895333	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Barba	2010	NA	NA	NA	NA	46	Non_linear
394	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.427	46.8	SL	0.123	0.936	NA	0.55	Pauly	NA	NA	NA	NA	NA	31.2	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Page	1998	0.0219	3	0	NA	338	NA
395	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.34	40.42561	SL	-0.097	NA	NA	0.43	NA	NA	NA	NA	NA	5.9	26.95040667	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Taylor_and_Choat	2014	NA	NA	NA	NA	80	Non_linear
396	Chlorurus_microrhinos	41	Reef	Scaridae	Labriformes	B	0.41	41.912	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.58666667	Yes	Yes	No	Chlorurus_microrhinos=Chlorurus_gibbus	Moore	2014	NA	NA	NA	NA	20	Non_linear
397	Cheilinus_undulatus	42	Reef	Labridae	Labriformes	F	NA	75.5	FL	0	NA	NA	0.11	NA	NA	NA	NA	NA	NA	50.33333333	Yes	Yes	No	NA	Choat	1996	NA	NA	NA	NA	164	Non_linear
398	Cheilinus_undulatus	42	Reef	Labridae	Labriformes	B	0.1	137.5	FL	NA	0.259	0.22	0.479	Pauly	NA	NA	NA	NA	NA	91.66666667	Yes	Yes	No	NA	Kitalong	1994	NA	NA	NA	NA	145	Length_based
399	Scolopsis_monogramma	43	Reef	Nemipteridae	Perciformes	F	0.68	20.66	SL	-0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.77333333	Yes	Yes	No	NA	Akita	2014	NA	NA	NA	NA	337	Non_linear
400	Scolopsis_monogramma	43	Reef	Nemipteridae	Perciformes	M	0.93	24.44	SL	-0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.29333333	Yes	Yes	No	NA	Akita	2014	NA	NA	NA	NA	130	Non_linear
401	Scolopsis_monogramma	43	Reef	Nemipteridae	Perciformes	B	0.68	21.89	SL	-0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.59333333	Yes	Yes	No	NA	Akita	2014	NA	NA	NA	NA	448	Non_linear
402	Acanthurus_blochii	44	Reef	Acanthuridae	Acanthuriformes	B	0.25	27.6	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	18.4	Yes	Yes	No	NA	Choat	2002	NA	NA	NA	NA	24	NA
403	Acanthurus_dussumieri	45	Reef	Acanthuridae	Acanthuriformes	B	0.296	30.8	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	20.53333333	Yes	Yes	No	NA	Choat	2002	NA	NA	NA	NA	43	NA
404	Acanthurus_mata	46	Reef	Acanthuridae	Acanthuriformes	B	0.219	38.3	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	25.53333333	Yes	Yes	No	NA	Choat	2002	NA	NA	NA	NA	NA	NA
405	Naso_annulatus	47	Reef	Acanthuridae	Acanthuriformes	B	0.213	62.6	SL	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	41.73333333	Yes	Yes	No	NA	Choat	2002	NA	NA	NA	NA	18	NA
406	Lutjanus_fulviflamma	48	Reef	Lutjanidae	Perciformes	F	0.144	32.1264	TL	-5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4176	Yes	Yes	No	NA	Shimose	2005	0.0331	3	0	NA	230	Non_linear
407	Lutjanus_fulviflamma	48	Reef	Lutjanidae	Perciformes	M	0.227	28.7508	TL	-3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1672	Yes	Yes	No	NA	Shimose	2005	0.0331	3	0	NA	307	Non_linear
408	Lutjanus_fulviflamma	48	Reef	Lutjanidae	Perciformes	F	1	24.3788	TL	-0.06	0.29	NA	NA	Hoenig	NA	NA	NA	NA	NA	16.25253333	Yes	Yes	No	NA	Grandcourt_b	2006	0.03125	2.95	0	NA	444	Non_linear
409	Lutjanus_fulviflamma	48	Reef	Lutjanidae	Perciformes	M	0.9	23.0359	TL	-0.14	0.29	NA	NA	Hoenig	NA	NA	NA	NA	NA	15.35726667	Yes	Yes	No	NA	Grandcourt_b	2006	0.03125	2.95	0	NA	246	Non_linear
410	Lutjanus_fulviflamma	48	Reef	Lutjanidae	Perciformes	B	1	23.9656	TL	-0.06	0.29	NA	NA	Hoenig	NA	NA	NA	NA	NA	15.97706667	Yes	Yes	No	NA	Grandcourt_b	2006	0.03125	2.95	0	NA	690	Non_linear
