No	Species	Species_ID	Location	Lat_min	Lat_max	Lat_mean	Lon_min	Lon_max	Lon_mean	Year_min	Year_max	Depth_min_m	Depth_max_m	Spp_depth_min	Spp_depth_max	SST_WOA	min_WOASST	max_WOASST	cv_WOASST	BT_WOA	min_WOABT	max_WOABT	cv_WOABT	mean_chla	min_chla	max_chla	cv_chla	BT_WOA_spp_depth	min_WOABT_spp_depth	max_WOABT_spp_depth	cv_WOABT_spp_depth
245	Thunnus_obesus	25	Eastern_Pacific	-16.1	5.3	-5.4	-142.3	-84.2	-113.25	2000	2004	NA	NA	0	250	25.37284348	20.973	28.275	0.059408405	1.640903674	1.194	15.668	0.267406626	0.168177019	0.065276794	0.725490317	0.309287948	12.69535039	10.183	19.803	0.139658858
246	Engraulic_mordax	26	Gulf_of_California_Mexico	25	30	27.5	-115	-109	-112	1987	1988	30	30	30	30	21.58038073	17.164	25.235	0.109415549	7.871665138	1.607	22.388	0.696650188	0.986730567	0.163543206	3.467123089	0.682128799	19.53054587	15.154	22.896	0.107868596
247	Engraulic_mordax	26	southern_Baja_California	25	27	26	-115	-110	-112.5	1982	1982	NA	NA	30	30	21.20206087	18.882	24.848	0.095464021	6.123026087	1.607	18.749	0.840445146	0.68800829	0.163543206	2.612659004	0.778938336	19.19993043	16.746	22.209	0.087375697
248	Engraulic_mordax	26	southern_Baja_California	25	27	26	-115	-110	-112.5	1982	1982	NA	NA	30	30	21.20206087	18.882	24.848	0.095464021	6.123026087	1.607	18.749	0.840445146	0.68800829	0.163543206	2.612659004	0.778938336	19.19993043	16.746	22.209	0.087375697
249	Engraulic_mordax	26	northern_Baja_California	31.8	32.5	32.15	-117.5	-116.7	-117.1	1982	1982	NA	NA	30	30	17.17033333	17.083	17.369	0.006275414	4.346333333	3.157	6.825	0.383472975	0.942843537	0.401742293	1.927170424	0.616953601	14.58716667	13.982	15.206	0.030153914
250	Engraulic_mordax	26	northern_Baja_California	31.8	32.5	32.15	-117.5	-116.7	-117.1	1982	1982	NA	NA	30	30	17.17033333	17.083	17.369	0.006275414	4.346333333	3.157	6.825	0.383472975	0.942843537	0.401742293	1.927170424	0.616953601	14.58716667	13.982	15.206	0.030153914
251	Engraulic_mordax	26	San_Pedro_California	33.7	33.7	33.7	-118.3	-118.3	-118.3	1955	1956	NA	NA	30	30	16.63816667	16.093	17.157	0.022766252	5.91675	3.84	11.364	0.358514995	1.07060465	0.590688168	2.492815379	0.439857962	13.61325	13.322	13.768	0.010953804
252	Engraulic_mordax	26	San_Pedro_California	33.7	33.7	33.7	-118.3	-118.3	-118.3	1956	1957	NA	NA	30	30	16.63816667	16.093	17.157	0.022766252	5.91675	3.84	11.364	0.358514995	1.07060465	0.590688168	2.492815379	0.439857962	13.61325	13.322	13.768	0.010953804
253	Engraulic_mordax	26	Newport_California	33.5	33.5	33.5	-117.9	-117.9	-117.9	1955	1956	NA	NA	30	30	17.041	16.639	17.436	0.015860758	4.725384615	3.808	6.04	0.151738441	0.785282655	0.469877601	1.778087217	0.486063484	14.22792308	13.676	14.696	0.021913508
254	Engraulic_mordax	26	Newport_California	33.5	33.5	33.5	-117.9	-117.9	-117.9	1956	1957	NA	NA	30	30	17.041	16.639	17.436	0.015860758	4.725384615	3.808	6.04	0.151738441	0.785282655	0.469877601	1.778087217	0.486063484	14.22792308	13.676	14.696	0.021913508
255	Engraulic_mordax	26	San_Diego_California	32.6	32.6	32.6	-117.2	-117.2	-117.2	1955	1956	NA	NA	30	30	17.33255556	17.097	17.686	0.010727261	5.024111111	3.32	7.784	0.358318625	0.705744255	0.364066135	1.927170424	0.74639078	14.44377778	14.268	14.685	0.00932809
256	Engraulic_mordax	26	San_Diego_California	32.6	32.6	32.6	-117.2	-117.2	-117.2	1956	1957	NA	NA	30	30	17.33255556	17.097	17.686	0.010727261	5.024111111	3.32	7.784	0.358318625	0.705744255	0.364066135	1.927170424	0.74639078	14.44377778	14.268	14.685	0.00932809
257	Engraulic_mordax	26	Los_Angeles_California	33.7	33.9	33.8	-118.5	-118.4	-118.45	1955	1956	NA	NA	30	30	16.49288889	16.093	16.945	0.019261971	5.510888889	3.84	7.988	0.262177235	1.07060465	0.590688168	2.492815379	0.439857962	13.57288889	13.322	13.767	0.011147568
258	Engraulic_mordax	26	Los_Angeles_California	33.7	33.9	33.8	-118.5	-118.4	-118.45	1956	1957	NA	NA	30	30	16.49288889	16.093	16.945	0.019261971	5.510888889	3.84	7.988	0.262177235	1.07060465	0.590688168	2.492815379	0.439857962	13.57288889	13.322	13.767	0.011147568
259	Engraulic_mordax	26	Santa_Barbara_California	34.4	34.4	34.4	-119.75	-119.6	-119.675	1955	1956	NA	NA	30	30	15.03436364	14.683	15.644	0.022340055	7.669636364	3.95	10.662	0.272409493	2.39505174	1.044262181	4.085452308	0.474583098	13.17990909	12.924	13.322	0.007967932
260	Engraulic_mordax	26	Santa_Barbara_California	34.4	34.4	34.4	-119.75	-119.6	-119.675	1956	1957	NA	NA	30	30	15.03436364	14.683	15.644	0.022340055	7.669636364	3.95	10.662	0.272409493	2.39505174	1.044262181	4.085452308	0.474583098	13.17990909	12.924	13.322	0.007967932
261	Cetengraulis_mystucetus	27	Banderas_Bay_Mexico	20.5	20.7	20.6	-105.6	-105.3	-105.45	1951	1960	NA	NA	0	32	26.93166667	26.857	27.091	0.002671434	8.348777778	1.856	12.188	0.508565616	1.185561544	0.659058161	2.775459997	0.562661939	24.62811111	24.444	24.728	0.003680012
262	Cetengraulis_mystucetus	27	Guaymas_Mexico	27.87	27.87	27.87	-110.8	-110.8	-110.8	1951	1960	NA	NA	0	32	23.96711111	23.192	25.135	0.024967968	3.598333333	2.598	6.444	0.358556444	1.629830009	0.906724721	3.467123089	0.508740913	21.55433333	20.649	22.896	0.031351019
263	Cetengraulis_mystucetus	27	Coast_of_Colombia	2.1	7.04	4.57	-79.1	-77.1	-78.1	1951	1960	NA	NA	0	32	27.00606542	26.73	27.432	0.005261325	4.680327103	1.482	26.7	1.236450584	0.74075246	0.308728333	4.4362849	0.860065838	24.62586916	23.678	26.7	0.024408638
264	Cetengraulis_mystucetus	27	Ahome_Mexico	25.6	25.79	25.695	-109.4	-109.25	-109.325	1951	1960	NA	NA	0	32	24.87433333	24.611	25.038	0.005818305	4.201	1.963	14.296	0.939744898	0.704858246	0.576538668	1.316995411	0.334962566	22.35455556	22.11	22.537	0.006787583
265	Cetengraulis_mystucetus	27	Gulf_of_Panama	7.6	8.7	8.15	-80	-78.5	-79.25	1960	1963	NA	NA	0	32	27.09396154	26.926	27.192	0.002155752	18.51430769	13.446	25.957	0.217747543	1.587275247	0.737731111	2.870623274	0.364941688	24.97592308	24.422	25.957	0.016651116
266	Cetengraulis_mystucetus	27	Gulf_of_Fonseca_Honduras	12.95	13.2	13.075	-87.7	-87.5	-87.6	1951	1960	NA	NA	0	32	28.07666667	27.906	28.29	0.00444757	16.05377778	6.074	22.309	0.294078407	1.121849845	0.509053197	2.853546052	0.727733896	26.84244444	26.428	27.256	0.01021852
267	Cetengraulis_mystucetus	27	Almejas_Bay_Gulf_of_California	26	26	26	-111	-111	-111	1951	1960	NA	NA	0	32	24.06144444	23.025	24.848	0.02456043	4.020777778	2.335	8.231	0.458329769	0.751651989	0.645909636	0.987914214	0.137995914	21.47522222	20.455	22.109	0.026492826
268	Cetengraulis_mystucetus	27	Gulf_of_Panama	8.8	8.8	8.8	-79.3	-79.3	-79.3	1960	1963	NA	NA	0	32	27.13666667	27.104	27.192	0.000987772	22.96677778	16.433	25.936	0.142810513	1.997661197	1.350442839	2.870623274	0.288674787	25.46488889	25.178	25.936	0.011273096
269	Cetengraulis_mystucetus	27	Gulf_of_Fonseca_Honduras	12.95	13.2	13.075	-87.7	-87.5	-87.6	1951	1955	NA	NA	0	32	28.07666667	27.906	28.29	0.00444757	16.05377778	6.074	22.309	0.294078407	1.121849845	0.509053197	2.853546052	0.727733896	26.84244444	26.428	27.256	0.01021852
270	Cetengraulis_mystucetus	27	Gulf_of_Guayaquil_Ecuador	-3	-3	-3	-80	-80	-80	1951	1960	NA	NA	0	32	24.1987	23.173	25.179	0.027729457	18.0841	14.646	22.336	0.162257121	1.444655521	1.253534618	1.919410264	0.17746758	19.9356	18.724	22.336	0.063750291
271	Cetengraulis_mystucetus	27	Montijo_Bay_Panama	7.6	7.68	7.64	-81.2	-81	-81.1	1959	1961	NA	NA	0	32	27.88561538	27.548	28.111	0.006182832	8.401	2.081	18.103	0.720558051	0.436714846	0.29380573	0.805586141	0.32800494	25.21353846	24.822	25.541	0.007915565
272	Cetengraulis_mystucetus	27	Gulf_of_Nicoya_Costa_Rica	9.9	10.1	10	-85	-85	-85	1992	1993	NA	NA	0	32	28.41491667	28.339	28.5	0.001418107	8.327416667	1.859	21.021	0.769451091	0.327923015	0.234362485	0.753974557	0.509984507	24.46391667	24.086	25.113	0.012274664
273	Cetengraulis_mystucetus	27	Gulf_of_Nicoya_Costa_Rica	9.9	10.1	10	-85	-85	-85	1989	1990	NA	NA	0	32	28.41491667	28.339	28.5	0.001418107	8.327416667	1.859	21.021	0.769451091	0.327923015	0.234362485	0.753974557	0.509984507	24.46391667	24.086	25.113	0.012274664
274	Lepidopsetta_polyxystra	28	Kodiak_Island	56.5	58.5	57.5	-156.5	-151.5	-154	1996	1999	NA	NA	NA	NA	6.997555556	6.658	7.294	0.021221203	5.517222222	2.61	7.013	0.102627753	2.472593557	1.418890246	5.111860483	0.270325801	NA	NA	NA	NA
275	Lepidopsetta_polyxystra	28	Kodiak_Island	56.5	58.5	57.5	-156.5	-151.5	-154	1996	1999	NA	NA	NA	NA	6.997555556	6.658	7.294	0.021221203	5.517222222	2.61	7.013	0.102627753	2.472593557	1.418890246	5.111860483	0.270325801	NA	NA	NA	NA
276	Lepidopsetta_bilineata	29	Kodiak_Island	56.5	58.5	57.5	-156.5	-151.5	-154	1996	1999	NA	NA	NA	NA	6.997555556	6.658	7.294	0.021221203	5.517222222	2.61	7.013	0.102627753	2.472593557	1.418890246	5.111860483	0.270325801	NA	NA	NA	NA
277	Lepidopsetta_bilineata	29	Kodiak_Island	56.5	58.5	57.5	-156.5	-151.5	-154	1996	1999	NA	NA	NA	NA	6.997555556	6.658	7.294	0.021221203	5.517222222	2.61	7.013	0.102627753	2.472593557	1.418890246	5.111860483	0.270325801	NA	NA	NA	NA
278	Glyptocephalus_zachirus	30	Oregon_coast	42	46.2	44.1	-124.3	-124	-124.15	1969	1973	18.3	200	18.3	200	11.83922222	11.448	12.1	0.016433371	7.706444444	5.615	8.636	0.150963764	2.211368814	1.033150255	4.067915194	0.481783433	8.086222222	7.364	8.636	0.055097209
279	Glyptocephalus_zachirus	30	Oregon_coast	42	46.2	44.1	-124.3	-124	-124.15	1969	1973	18.3	200	18.3	200	11.83922222	11.448	12.1	0.016433371	7.706444444	5.615	8.636	0.150963764	2.211368814	1.033150255	4.067915194	0.481783433	8.086222222	7.364	8.636	0.055097209
280	Glyptocephalus_zachirus	30	Gulf_of_Alaska	55	59.8	57.4	-156	-147	-151.5	2000	2001	NA	NA	100	300	7.258126143	6.665	8.156	0.042957279	3.549215722	1.471	7.013	0.558192131	1.608029042	0.443842889	5.111860483	0.427063865	4.837212066	3.809	7.013	0.167688141
281	Glyptocephalus_zachirus	30	Gulf_of_Alaska	52	60	56	-170	-135	-152.5	1990	2005	100	300	100	300	6.829487659	2.729	9.801	0.234093326	2.447016888	0.341	8.618	0.616760151	1.299754626	0.330508499	10.0009386	0.663811868	4.114620161	0.341	8.618	0.248874222
282	Glyptocephalus_zachirus	30	Gulf_of_Alaska	52	60	56	-170	-135	-152.5	1990	2005	100	300	100	300	6.829487659	2.729	9.801	0.234093326	2.447016888	0.341	8.618	0.616760151	1.299754626	0.330508499	10.0009386	0.663811868	4.114620161	0.341	8.618	0.248874222
283	Gadus_macrocephalus	31	Port_Townsend_Bay_Washington	48.1	48.1	48.1	-122.7	-122.7	-122.7	1977	1977	0	45	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284	Gadus_macrocephalus	31	Port_Townsend_Bay_Washington	48.1	48.1	48.1	-122.7	-122.7	-122.7	1977	1977	0	45	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	Gadus_macrocephalus	31	Port_Townsend_Bay_Washington	48.1	48.1	48.1	-122.7	-122.7	-122.7	1977	1977	0	45	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	Gadus_macrocephalus	31	Hecate_Strait	53	54	53.5	-131	-130	-130.5	1964	1964	NA	NA	0	329	9.6916	9.542	9.786	0.009367716	7.6086	6.319	9.62	0.125631241	3.582437505	2.652325854	5.410860783	0.22106463	7.6086	6.319	9.62	0.125631241
287	Gadus_macrocephalus	31	Eastern_Bering_Sea	55	60	57.5	-178	-158	-168	1993	1993	NA	NA	0	329	4.392128259	2.729	6.774	0.196335726	2.507586328	0.044	6.253	0.449903147	1.867238658	0.568952549	10.0009386	0.422560205	2.991648344	0.044	6.253	0.370985508
288	Gadus_macrocephalus	31	Southern_Hokkaido_Japan	41	43	42	140.5	145	142.75	1989	1990	NA	NA	0	329	10.14911458	7.37	15.435	0.164158822	3.594833333	1.475	11.972	0.662780238	1.544783777	0.879461422	2.952529483	0.241925169	3.966395833	2.384	11.972	0.542768638
289	Gadus_macrocephalus	31	Musashi-Tai_Japan	44.8	45.5	45.15	140	141	140.5	1989	1990	NA	NA	0	329	10.27508333	9.63	10.884	0.036823477	1.65575	0.423	3.409	0.764870136	0.602479283	0.511502643	0.709436967	0.085181739	1.82725	0.897	3.409	0.604149625
290	Gadus_macrocephalus	31	off_Kinkasan_Japan	36.8	38.2	37.5	141	142	141.5	1989	1990	NA	NA	0	329	15.35113043	13.359	17.025	0.057504513	8.169695652	2.56	13.471	0.370383419	0.799331164	0.51653541	2.848960077	0.640479487	8.427826087	4.623	13.471	0.313893139
291	Gadus_macrocephalus	31	Matsumae-Kojima-Tai_Japan	49	52	50.5	151.5	157.8	154.65	1989	1990	NA	NA	0	329	4.208459559	3.211	4.945	0.07789142	2.063404412	0.628	3.518	0.261019642	1.339086101	0.58029988	3.912667873	0.337666889	1.733566176	0.628	3.613	0.402511597
292	Gadus_macrocephalus	31	Kamchatka_Peninsula_Japan	41	41.5	41.25	139.5	140	139.75	1989	1990	NA	NA	0	329	14.74588889	14.005	15.414	0.03025158	0.209555556	0.176	0.28	0.196278386	0.903644052	0.862276927	0.986935775	0.055008556	0.898	0.831	0.962	0.047644034
293	Gadus_macrocephalus	31	Gulf_of_Alaska	56.72	56.72	56.72	-153	-153	-153	1998	2004	NA	300	0	300	7.126333333	7.07	7.183	0.005714245	5.098222222	4.961	5.298	0.02267337	2.124991651	1.88911352	2.447643939	0.090466273	5.098222222	4.961	5.298	0.02267337
294	Gadus_macrocephalus	31	Gulf_of_Alaska	56.72	56.72	56.72	-153	-153	-153	1998	2004	NA	300	0	300	7.126333333	7.07	7.183	0.005714245	5.098222222	4.961	5.298	0.02267337	2.124991651	1.88911352	2.447643939	0.090466273	5.098222222	4.961	5.298	0.02267337
295	Gadus_macrocephalus	31	Bering_Sea	54.4	56.4	55.4	-161.7	-161	-161.35	2002	2003	NA	300	0	300	5.637571429	4.527	6.477	0.166371812	4.244071429	2.987	5.45	0.239532185	2.178932629	1.583770779	4.205007347	0.306871083	4.244071429	2.987	5.45	0.239532185
296	Gadus_macrocephalus	31	Bering_Sea	54.4	56.4	55.4	-161.7	-161	-161.35	2002	2003	NA	300	0	300	5.637571429	4.527	6.477	0.166371812	4.244071429	2.987	5.45	0.239532185	2.178932629	1.583770779	4.205007347	0.306871083	4.244071429	2.987	5.45	0.239532185
297	Gadus_macrocephalus	31	Jinhae_Bay_Korea	34	35	34.5	128.5	128.84	128.67	2006	2009	NA	NA	0	329	18.89125	18.286	19.337	0.017000591	15.88783333	14.666	18.051	0.071112272	1.026754291	0.637152238	1.559194104	0.327387098	15.88783333	14.666	18.051	0.071112272
298	Gadus_macrocephalus	31	Jinhae_Bay_Korea	34	35	34.5	128.5	128.84	128.67	2006	2009	NA	NA	0	329	18.89125	18.286	19.337	0.017000591	15.88783333	14.666	18.051	0.071112272	1.026754291	0.637152238	1.559194104	0.327387098	15.88783333	14.666	18.051	0.071112272
299	Gadus_macrocephalus	31	West_Vancouver_Island	48	48.8	48.4	-125.8	-124.7	-125.25	1972	1976	37	329	37	329	10.96418182	10.503	11.244	0.020599567	7.672090909	6.879	8.361	0.04894003	5.359520699	1.727376108	12.74229212	0.532879144	7.672090909	6.879	8.361	0.04894003
300	Gadus_macrocephalus	31	Hecate_Strait	53	54	53.5	-131	-130	-130.5	1972	1976	37	219	37	219	9.6916	9.542	9.786	0.009367716	7.6086	6.319	9.62	0.125631241	3.582437505	2.652325854	5.410860783	0.22106463	7.6086	6.319	9.62	0.125631241
301	Gadus_macrocephalus	31	Eastern_Bering_Sea_Aleutian_islands	51	60	55.5	-178	-158	-168	2002	2003	46	256	46	256	5.126426398	2.729	6.86	0.211928835	2.329527957	0.044	6.337	0.482411437	1.508815371	0.461613745	10.0009386	0.512590416	3.444773298	0.044	6.337	0.285192914
302	Gadus_macrocephalus	31	Gulf_of_Alaska	54	59	56.5	-160	-152	-156	1984	2003	46	256	46	256	6.574860789	4.234	7.266	0.118665228	3.769517401	1.468	7.013	0.458408185	1.820760881	0.519294493	5.428771984	0.481743086	4.733225058	3.381	7.013	0.147844014
303	Dentex_tumifrons	32	East_China_Sea_Spring	26	33	29.5	123	128.5	125.75	1993	1994	NA	NA	NA	100	22.03853909	16.742	25.599	0.1127089	14.53820358	2.033	24.178	0.339595178	0.909748888	0.10451196	5.429281611	1.050753942	18.40942508	12.542	24.178	0.147537973
304	Dentex_tumifrons	32	East_China_Sea_Spring	26	33	29.5	123	128.5	125.75	1993	1994	NA	NA	NA	100	22.03853909	16.742	25.599	0.1127089	14.53820358	2.033	24.178	0.339595178	0.909748888	0.10451196	5.429281611	1.050753942	18.40942508	12.542	24.178	0.147537973
305	Dentex_tumifrons	32	East_China_Sea_Autumn	26	33	29.5	123	128.5	125.75	1993	1994	NA	NA	NA	100	22.03853909	16.742	25.599	0.1127089	14.53820358	2.033	24.178	0.339595178	0.909748888	0.10451196	5.429281611	1.050753942	18.40942508	12.542	24.178	0.147537973
306	Dentex_tumifrons	32	East_China_Sea_Autumn	26	33	29.5	123	128.5	125.75	1993	1994	NA	NA	NA	100	22.03853909	16.742	25.599	0.1127089	14.53820358	2.033	24.178	0.339595178	0.909748888	0.10451196	5.429281611	1.050753942	18.40942508	12.542	24.178	0.147537973
307	Dentex_tumifrons	32	Hong_Kong	22	22	22	114.3	114.3	114.3	1958	1958	NA	NA	NA	100	24.88355556	24.549	25.198	0.009028556	23.29733333	22.847	24.199	0.022586798	0.996054291	0.374565938	2.864804237	0.813805573	23.29733333	22.847	24.199	0.022586798
308	Acanthurus_lineatus	33	American_samoa	-14.3	-14.2	-14.25	-170.69	-170.65	-170.67	1986	1987	NA	NA	0	15	28.45155556	28.381	28.53	0.001959618	NA	NA	NA	NA	0.055937737	0.050570429	0.074366563	0.128778878	28.41766667	28.362	28.479	0.00166193
309	Acanthurus_lineatus	33	American_samoa	-14.3	-14.3	-14.3	-170.79	-170.79	-170.79	1987	1995	NA	NA	0	15	28.46288889	28.387	28.55	0.002121175	NA	NA	NA	NA	0.063549064	0.057512206	0.072509635	0.068885761	28.41966667	28.358	28.483	0.001771443
310	Acanthurus_lineatus	33	Northern_Great_Barrier_Reef	-18.5	-16.9	-17.7	146.5	146.8	146.65	NA	NA	NA	NA	0	15	26.60577778	26.512	26.679	0.001797233	NA	NA	NA	NA	0.38546101	0.13415404	0.72354577	0.448280874	26.51888889	26.439	26.588	0.001660741
311	Acanthurus_lineatus	33	Northern_Great_Barrier_Reef_mid_shelf	-14.9	-14.8	-14.85	145.49	145.53	145.51	1992	1997	NA	5	0	5	26.89255556	26.82	26.932	0.001579609	26.86044444	26.788	26.905	0.001559323	0.234864972	0.101646349	0.386960563	0.482833873	26.86044444	26.788	26.905	0.001559323
312	Acanthurus_lineatus	33	Northern_Great_Barrier_Reef_outer_shelf	-14.6	-14.42	-14.51	145.49	145.6	145.545	1992	1997	NA	5	0	5	26.92755556	26.882	26.977	0.001242569	26.89622222	26.852	26.946	0.001215872	0.13007551	0.104714936	0.303038945	0.499065073	26.89622222	26.852	26.946	0.001215872
313	Lutjanus_sebae	34	Kimberley_Coast_Australia	-20	-12	-16	120	128	124	1995	1996	60	150	60	150	28.14274907	26.734	28.9	0.016359603	23.42830669	19.402	28.171	0.12723371	0.355493163	0.137913754	2.044160035	0.743209345	23.42830669	19.402	28.171	0.12723371
314	Lutjanus_sebae	34	Kimberley_Coast_Australia	-20	-12	-16	120	128	124	1995	1997	60	150	60	150	28.14274907	26.734	28.9	0.016359603	23.42830669	19.402	28.171	0.12723371	0.355493163	0.137913754	2.044160035	0.743209345	23.42830669	19.402	28.171	0.12723371
315	Lutjanus_sebae	34	Kimberley_Coast_Australia	-20	-12	-16	120	128	124	1995	1997	60	150	60	150	28.14274907	26.734	28.9	0.016359603	23.42830669	19.402	28.171	0.12723371	0.355493163	0.137913754	2.044160035	0.743209345	23.42830669	19.402	28.171	0.12723371
316	Lutjanus_sebae	34	Central_Great_Barrier_Reef	-19.5	-18.5	-19	147	148.7	147.85	NA	NA	NA	NA	5	180	26.43796296	26.22	26.672	0.00490226	NA	NA	NA	NA	0.341903126	0.105202341	2.350196034	1.168802117	25.35766667	21.299	26.221	0.054525914
317	Lutjanus_sebae	34	Seychelles_bank	-4	-4	-4	56	56	56	2000	2000	NA	65	5	65	27.99111111	27.901	28.081	0.002158257	25.79633333	25.098	26.767	0.018178027	0.221736522	0.168172334	0.326672541	0.218239013	25.79633333	25.098	26.767	0.018178027
318	Lutjanus_sebae	34	Queeensland_Great_Barrier_Reef	-24.6	-10.7	-17.65	143.2	152.6	147.9	1973	1981	NA	30	5	30	26.76369084	23.994	28.149	0.027924321	26.48824143	23.726	27.931	0.027946443	0.183548999	0.080986032	2.350196034	1.057943648	26.48824143	23.726	27.931	0.027946443
319	Lutjanus_sebae	34	Queeensland_Great_Barrier_Reef	-24.6	-10.7	-17.65	143.2	152.6	147.9	1973	1981	NA	30	5	30	26.76369084	23.994	28.149	0.027924321	26.48824143	23.726	27.931	0.027946443	0.183548999	0.080986032	2.350196034	1.057943648	26.48824143	23.726	27.931	0.027946443
320	Lutjanus_sebae	34	Gulf_of_Aden_Yeman	11.35	13.82	12.585	44.6	47.96	46.28	NA	NA	NA	NA	5	180	28.03894643	27.573	28.324	0.005001555	NA	NA	NA	NA	0.594792199	0.454888905	0.982262522	0.208340058	16.1255	15.64	25.573	0.097448577
321	Lutjanus_sebae	34	North_Queeensland_Great_Barrier_Reef	-18	-15	-16.5	146	147	146.5	1989	1990	NA	NA	5	30	26.62567391	26.49	26.775	0.002642671	NA	NA	NA	NA	0.18213471	0.096985016	0.72354577	0.837891692	26.39656522	26.232	26.51	0.002513425
322	Lutjanus_sebae	34	North_Queeensland_Great_Barrier_Reef	-18	-15	-16.5	146	147	146.5	1989	1990	NA	NA	5	30	26.62567391	26.49	26.775	0.002642671	NA	NA	NA	NA	0.18213471	0.096985016	0.72354577	0.837891692	26.39656522	26.232	26.51	0.002513425
323	Lutjanus_sebae	34	Arafura_Sea_Australia	-11	-8	-9.5	133	140	136.5	1982	1988	NA	NA	5	180	27.99997785	27.72	28.215	0.004318834	NA	NA	NA	NA	0.598958962	0.260833516	3.822236477	0.83387906	25.59435759	16.895	27.942	0.0994932
324	Lutjanus_sebae	34	Seychelles	-5	-4	-4.5	55.2	55.8	55.5	1985	1990	NA	150	5	150	27.86075	27.76	27.968	0.002836585	25.424375	24.693	26.124	0.020105259	0.253134071	0.214089604	0.326672541	0.148532059	25.424375	24.693	26.124	0.020105259
325	Lutjanus_malabaricus	35	Queeensland_Great_Barrier_Reef	-24.6	-10.7	-17.65	143.2	152.6	147.9	1973	1981	NA	30	5	30	26.76369084	23.994	28.149	0.027924321	26.48824143	23.726	27.931	0.027946443	0.183548999	0.080986032	2.350196034	1.057943648	26.48824143	23.726	27.931	0.027946443
326	Lutjanus_malabaricus	35	Queeensland_Great_Barrier_Reef	-24.6	-10.7	-17.65	143.2	152.6	147.9	1973	1981	NA	30	5	30	26.76369084	23.994	28.149	0.027924321	26.48824143	23.726	27.931	0.027946443	0.183548999	0.080986032	2.350196034	1.057943648	26.48824143	23.726	27.931	0.027946443
327	Lutjanus_malabaricus	35	North_Queeensland_Great_Barrier_Reef	-18	-15	-16.5	146	147	146.5	1989	1990	NA	NA	5	30	26.62567391	26.49	26.775	0.002642671	NA	NA	NA	NA	0.18213471	0.096985016	0.72354577	0.837891692	26.39656522	26.232	26.51	0.002513425
328	Lutjanus_malabaricus	35	North_Queeensland_Great_Barrier_Reef	-18	-15	-16.5	146	147	146.5	1989	1990	NA	NA	5	30	26.62567391	26.49	26.775	0.002642671	NA	NA	NA	NA	0.18213471	0.096985016	0.72354577	0.837891692	26.39656522	26.232	26.51	0.002513425
329	Lutjanus_malabaricus	35	Central_Great_Barrier_Reef	-19.5	-18.5	-19	147	148.7	147.85	NA	NA	NA	NA	12	100	26.43796296	26.22	26.672	0.00490226	NA	NA	NA	NA	0.341903126	0.105202341	2.350196034	1.168802117	25.66188889	24.382	26.221	0.021921282
330	Lutjanus_malabaricus	35	South_Arafura_Australia	-9.9	-9.9	-9.9	137.6	137.6	137.6	1990	2001	NA	NA	12	100	27.91511111	27.895	27.943	0.000627781	NA	NA	NA	NA	0.523593845	0.397265294	0.613645516	0.145132015	26.60544444	26.332	27.351	0.013031459
331	Lutjanus_malabaricus	35	Groote_Australia	-13.6	-13.6	-13.6	136.8	138.6	137.7	1990	2001	NA	NA	12	100	27.91022222	27.749	28.035	0.003404892	NA	NA	NA	NA	0.308175467	0.293492325	0.317246319	0.024846537	27.08111111	26.894	27.248	0.005230601
332	Lutjanus_malabaricus	35	Timor_Australia	-11.4	-11.4	-11.4	128.7	128.7	128.7	1996	2001	NA	NA	12	100	28.57533333	28.505	28.637	0.001446387	NA	NA	NA	NA	0.559952865	0.497392223	0.686022366	0.114805535	27.36922222	27.148	27.777	0.006976723
333	Lutjanus_malabaricus	35	Weipa_Australia	-12.4	-12.4	-12.4	141.46	141.46	141.46	1993	2003	NA	NA	12	100	27.78077778	27.68	27.854	0.001831984	NA	NA	NA	NA	0.579394508	0.481790446	1.03375315	0.31172778	27.56066667	27.37	27.698	0.003566697
334	Lutjanus_malabaricus	35	North_Arafura_Indonesia	-9	-3.58	-6.29	129	140	134.5	1999	2001	NA	NA	12	100	28.11691215	27.262	28.425	0.007049804	NA	NA	NA	NA	0.926113705	0.184342588	6.278838389	1.224121353	24.56794729	21.814	28.183	0.077413024
335	Lutjanus_malabaricus	35	Kupang_Indonesia	-9.9	-9.9	-9.9	123.27	123.27	123.27	1999	2002	NA	NA	12	100	28.05177778	28.01	28.114	0.001261214	NA	NA	NA	NA	0.423518009	0.402033063	0.435569214	0.025163396	22.11888889	21.832	22.337	0.006992308
336	Lutjanus_malabaricus	35	Sape_Indonesia	-8.8	-8.8	-8.8	119.6	119.6	119.6	1999	2002	NA	NA	12	100	27.81091667	27.526	28.1	0.005771809	NA	NA	NA	NA	0.535614923	0.198547	0.815619142	0.389543827	22.033	21.509	22.478	0.016811226
